close_task_id,company_code,company_name,fiscal_year,fiscal_period,task_id,task_name,task_sequence,target_working_day,period_end_date,due_date,actual_completion_date,delay_working_days,days_to_close,is_period_open
1698,NS40,NovaSpace UK Ltd.,2024,4,T06,Accruals posting,6,3,2024-04-30,2024-05-06,2024-05-07,1.0,,false
1699,NS40,NovaSpace UK Ltd.,2024,4,T07,Overhead allocation cycle,7,3,2024-04-30,2024-05-06,2024-05-06,0.0,,false
1700,NS40,NovaSpace UK Ltd.,2024,4,T08,Intercompany reconciliation,8,3,2024-04-30,2024-05-06,2024-05-07,1.0,,false
1701,NS40,NovaSpace UK Ltd.,2024,4,T09,FX revaluation,9,4,2024-04-30,2024-05-07,2024-05-07,0.0,,false
1702,NS40,NovaSpace UK Ltd.,2024,4,T10,Soft close / reporting cut-off,10,4,2024-04-30,2024-05-07,2024-05-07,0.0,,false
1703,NS40,NovaSpace UK Ltd.,2024,4,T11,Management reporting pack,11,5,2024-04-30,2024-05-08,2024-05-08,0.0,,false
1704,NS40,NovaSpace UK Ltd.,2024,4,T12,Hard close / period lock,12,5,2024-04-30,2024-05-08,2024-05-08,0.0,5.0,false
1705,NS40,NovaSpace UK Ltd.,2024,5,T01,Sub-ledger cut-off — Accounts Payable,1,1,2024-05-31,2024-06-03,2024-06-04,1.0,,false
1706,NS40,NovaSpace UK Ltd.,2024,5,T02,Sub-ledger cut-off — Accounts Receivable,2,1,2024-05-31,2024-06-03,2024-06-03,0.0,,false
1707,NS40,NovaSpace UK Ltd.,2024,5,T03,GR/IR clearing,3,2,2024-05-31,2024-06-04,2024-06-03,-1.0,,false
1708,NS40,NovaSpace UK Ltd.,2024,5,T04,Payroll posting,4,2,2024-05-31,2024-06-04,2024-06-05,1.0,,false
1709,NS40,NovaSpace UK Ltd.,2024,5,T05,Depreciation run,5,2,2024-05-31,2024-06-04,2024-06-03,-1.0,,false
1710,NS40,NovaSpace UK Ltd.,2024,5,T06,Accruals posting,6,3,2024-05-31,2024-06-05,2024-06-05,0.0,,false
1711,NS40,NovaSpace UK Ltd.,2024,5,T07,Overhead allocation cycle,7,3,2024-05-31,2024-06-05,2024-06-07,2.0,,false
1712,NS40,NovaSpace UK Ltd.,2024,5,T08,Intercompany reconciliation,8,3,2024-05-31,2024-06-05,2024-06-05,0.0,,false
1713,NS40,NovaSpace UK Ltd.,2024,5,T09,FX revaluation,9,4,2024-05-31,2024-06-06,2024-06-05,-1.0,,false
1714,NS40,NovaSpace UK Ltd.,2024,5,T10,Soft close / reporting cut-off,10,4,2024-05-31,2024-06-06,2024-06-06,0.0,,false
1715,NS40,NovaSpace UK Ltd.,2024,5,T11,Management reporting pack,11,5,2024-05-31,2024-06-07,2024-06-07,0.0,,false
1716,NS40,NovaSpace UK Ltd.,2024,5,T12,Hard close / period lock,12,5,2024-05-31,2024-06-07,2024-06-10,1.0,6.0,false
1717,NS40,NovaSpace UK Ltd.,2024,6,T01,Sub-ledger cut-off — Accounts Payable,1,1,2024-06-30,2024-07-01,2024-07-01,0.0,,false
1718,NS40,NovaSpace UK Ltd.,2024,6,T02,Sub-ledger cut-off — Accounts Receivable,2,1,2024-06-30,2024-07-01,2024-07-01,0.0,,false
1719,NS40,NovaSpace UK Ltd.,2024,6,T03,GR/IR clearing,3,2,2024-06-30,2024-07-02,2024-07-03,1.0,,false
1720,NS40,NovaSpace UK Ltd.,2024,6,T04,Payroll posting,4,2,2024-06-30,2024-07-02,2024-07-02,0.0,,false
1721,NS40,NovaSpace UK Ltd.,2024,6,T05,Depreciation run,5,2,2024-06-30,2024-07-02,2024-07-04,2.0,,false
1722,NS40,NovaSpace UK Ltd.,2024,6,T06,Accruals posting,6,3,2024-06-30,2024-07-03,2024-07-02,-1.0,,false
1723,NS40,NovaSpace UK Ltd.,2024,6,T07,Overhead allocation cycle,7,3,2024-06-30,2024-07-03,2024-07-03,0.0,,false
1724,NS40,NovaSpace UK Ltd.,2024,6,T08,Intercompany reconciliation,8,3,2024-06-30,2024-07-03,2024-07-05,2.0,,false
1725,NS40,NovaSpace UK Ltd.,2024,6,T09,FX revaluation,9,4,2024-06-30,2024-07-04,2024-07-05,1.0,,false
1726,NS40,NovaSpace UK Ltd.,2024,6,T10,Soft close / reporting cut-off,10,4,2024-06-30,2024-07-04,2024-07-04,0.0,,false
1727,NS40,NovaSpace UK Ltd.,2024,6,T11,Management reporting pack,11,5,2024-06-30,2024-07-05,2024-07-05,0.0,,false
1728,NS40,NovaSpace UK Ltd.,2024,6,T12,Hard close / period lock,12,5,2024-06-30,2024-07-05,2024-07-08,1.0,6.0,false
1729,NS40,NovaSpace UK Ltd.,2024,7,T01,Sub-ledger cut-off — Accounts Payable,1,1,2024-07-31,2024-08-01,2024-08-05,2.0,,false
1730,NS40,NovaSpace UK Ltd.,2024,7,T02,Sub-ledger cut-off — Accounts Receivable,2,1,2024-07-31,2024-08-01,2024-08-05,2.0,,false
1731,NS40,NovaSpace UK Ltd.,2024,7,T03,GR/IR clearing,3,2,2024-07-31,2024-08-02,2024-08-02,0.0,,false
1732,NS40,NovaSpace UK Ltd.,2024,7,T04,Payroll posting,4,2,2024-07-31,2024-08-02,2024-08-05,1.0,,false
1733,NS40,NovaSpace UK Ltd.,2024,7,T05,Depreciation run,5,2,2024-07-31,2024-08-02,2024-08-05,1.0,,false
1734,NS40,NovaSpace UK Ltd.,2024,7,T06,Accruals posting,6,3,2024-07-31,2024-08-05,2024-08-06,1.0,,false
1735,NS40,NovaSpace UK Ltd.,2024,7,T07,Overhead allocation cycle,7,3,2024-07-31,2024-08-05,2024-08-05,0.0,,false
1736,NS40,NovaSpace UK Ltd.,2024,7,T08,Intercompany reconciliation,8,3,2024-07-31,2024-08-05,2024-08-05,0.0,,false
1737,NS40,NovaSpace UK Ltd.,2024,7,T09,FX revaluation,9,4,2024-07-31,2024-08-06,2024-08-07,1.0,,false
1738,NS40,NovaSpace UK Ltd.,2024,7,T10,Soft close / reporting cut-off,10,4,2024-07-31,2024-08-06,2024-08-06,0.0,,false
1739,NS40,NovaSpace UK Ltd.,2024,7,T11,Management reporting pack,11,5,2024-07-31,2024-08-07,2024-08-08,1.0,,false
1740,NS40,NovaSpace UK Ltd.,2024,7,T12,Hard close / period lock,12,5,2024-07-31,2024-08-07,2024-08-07,0.0,5.0,false
1741,NS40,NovaSpace UK Ltd.,2024,8,T01,Sub-ledger cut-off — Accounts Payable,1,1,2024-08-31,2024-09-02,2024-09-02,0.0,,false
1742,NS40,NovaSpace UK Ltd.,2024,8,T02,Sub-ledger cut-off — Accounts Receivable,2,1,2024-08-31,2024-09-02,2024-09-03,1.0,,false
1743,NS40,NovaSpace UK Ltd.,2024,8,T03,GR/IR clearing,3,2,2024-08-31,2024-09-03,2024-09-03,0.0,,false
1744,NS40,NovaSpace UK Ltd.,2024,8,T04,Payroll posting,4,2,2024-08-31,2024-09-03,2024-09-03,0.0,,false
1745,NS40,NovaSpace UK Ltd.,2024,8,T05,Depreciation run,5,2,2024-08-31,2024-09-03,2024-09-04,1.0,,false
1746,NS40,NovaSpace UK Ltd.,2024,8,T06,Accruals posting,6,3,2024-08-31,2024-09-04,2024-09-04,0.0,,false
1747,NS40,NovaSpace UK Ltd.,2024,8,T07,Overhead allocation cycle,7,3,2024-08-31,2024-09-04,2024-09-05,1.0,,false
1748,NS40,NovaSpace UK Ltd.,2024,8,T08,Intercompany reconciliation,8,3,2024-08-31,2024-09-04,2024-09-04,0.0,,false
1749,NS40,NovaSpace UK Ltd.,2024,8,T09,FX revaluation,9,4,2024-08-31,2024-09-05,2024-09-05,0.0,,false
1750,NS40,NovaSpace UK Ltd.,2024,8,T10,Soft close / reporting cut-off,10,4,2024-08-31,2024-09-05,2024-09-05,0.0,,false
1751,NS40,NovaSpace UK Ltd.,2024,8,T11,Management reporting pack,11,5,2024-08-31,2024-09-06,2024-09-06,0.0,,false
1752,NS40,NovaSpace UK Ltd.,2024,8,T12,Hard close / period lock,12,5,2024-08-31,2024-09-06,2024-09-05,-1.0,4.0,false
1753,NS40,NovaSpace UK Ltd.,2024,9,T01,Sub-ledger cut-off — Accounts Payable,1,1,2024-09-30,2024-10-01,2024-10-01,0.0,,false
1754,NS40,NovaSpace UK Ltd.,2024,9,T02,Sub-ledger cut-off — Accounts Receivable,2,1,2024-09-30,2024-10-01,2024-10-01,0.0,,false
1755,NS40,NovaSpace UK Ltd.,2024,9,T03,GR/IR clearing,3,2,2024-09-30,2024-10-02,2024-10-03,1.0,,false
1756,NS40,NovaSpace UK Ltd.,2024,9,T04,Payroll posting,4,2,2024-09-30,2024-10-02,2024-10-02,0.0,,false
1757,NS40,NovaSpace UK Ltd.,2024,9,T05,Depreciation run,5,2,2024-09-30,2024-10-02,2024-10-02,0.0,,false
1758,NS40,NovaSpace UK Ltd.,2024,9,T06,Accruals posting,6,3,2024-09-30,2024-10-03,2024-10-02,-1.0,,false
1759,NS40,NovaSpace UK Ltd.,2024,9,T07,Overhead allocation cycle,7,3,2024-09-30,2024-10-03,2024-10-04,1.0,,false
1760,NS40,NovaSpace UK Ltd.,2024,9,T08,Intercompany reconciliation,8,3,2024-09-30,2024-10-03,2024-10-03,0.0,,false
1761,NS40,NovaSpace UK Ltd.,2024,9,T09,FX revaluation,9,4,2024-09-30,2024-10-04,2024-10-03,-1.0,,false
1762,NS40,NovaSpace UK Ltd.,2024,9,T10,Soft close / reporting cut-off,10,4,2024-09-30,2024-10-04,2024-10-04,0.0,,false
1763,NS40,NovaSpace UK Ltd.,2024,9,T11,Management reporting pack,11,5,2024-09-30,2024-10-07,2024-10-04,-1.0,,false
1764,NS40,NovaSpace UK Ltd.,2024,9,T12,Hard close / period lock,12,5,2024-09-30,2024-10-07,2024-10-07,0.0,5.0,false
1765,NS40,NovaSpace UK Ltd.,2024,10,T01,Sub-ledger cut-off — Accounts Payable,1,1,2024-10-31,2024-11-01,2024-11-01,0.0,,false
1766,NS40,NovaSpace UK Ltd.,2024,10,T02,Sub-ledger cut-off — Accounts Receivable,2,1,2024-10-31,2024-11-01,2024-11-01,0.0,,false
1767,NS40,NovaSpace UK Ltd.,2024,10,T03,GR/IR clearing,3,2,2024-10-31,2024-11-04,2024-11-05,1.0,,false
1768,NS40,NovaSpace UK Ltd.,2024,10,T04,Payroll posting,4,2,2024-10-31,2024-11-04,2024-11-01,-1.0,,false
1769,NS40,NovaSpace UK Ltd.,2024,10,T05,Depreciation run,5,2,2024-10-31,2024-11-04,2024-11-04,0.0,,false
1770,NS40,NovaSpace UK Ltd.,2024,10,T06,Accruals posting,6,3,2024-10-31,2024-11-05,2024-11-05,0.0,,false
1771,NS40,NovaSpace UK Ltd.,2024,10,T07,Overhead allocation cycle,7,3,2024-10-31,2024-11-05,2024-11-05,0.0,,false
1772,NS40,NovaSpace UK Ltd.,2024,10,T08,Intercompany reconciliation,8,3,2024-10-31,2024-11-05,2024-11-05,0.0,,false
1773,NS40,NovaSpace UK Ltd.,2024,10,T09,FX revaluation,9,4,2024-10-31,2024-11-06,2024-11-06,0.0,,false
1774,NS40,NovaSpace UK Ltd.,2024,10,T10,Soft close / reporting cut-off,10,4,2024-10-31,2024-11-06,2024-11-06,0.0,,false
1775,NS40,NovaSpace UK Ltd.,2024,10,T11,Management reporting pack,11,5,2024-10-31,2024-11-07,2024-11-08,1.0,,false
1776,NS40,NovaSpace UK Ltd.,2024,10,T12,Hard close / period lock,12,5,2024-10-31,2024-11-07,2024-11-07,0.0,5.0,false
1777,NS40,NovaSpace UK Ltd.,2024,11,T01,Sub-ledger cut-off — Accounts Payable,1,1,2024-11-30,2024-12-02,2024-12-04,2.0,,false
1778,NS40,NovaSpace UK Ltd.,2024,11,T02,Sub-ledger cut-off — Accounts Receivable,2,1,2024-11-30,2024-12-02,2024-12-02,0.0,,false
1779,NS40,NovaSpace UK Ltd.,2024,11,T03,GR/IR clearing,3,2,2024-11-30,2024-12-03,2024-12-03,0.0,,false
1780,NS40,NovaSpace UK Ltd.,2024,11,T04,Payroll posting,4,2,2024-11-30,2024-12-03,2024-12-03,0.0,,false
1781,NS40,NovaSpace UK Ltd.,2024,11,T05,Depreciation run,5,2,2024-11-30,2024-12-03,2024-12-04,1.0,,false
1782,NS40,NovaSpace UK Ltd.,2024,11,T06,Accruals posting,6,3,2024-11-30,2024-12-04,2024-12-05,1.0,,false
1783,NS40,NovaSpace UK Ltd.,2024,11,T07,Overhead allocation cycle,7,3,2024-11-30,2024-12-04,2024-12-04,0.0,,false
1784,NS40,NovaSpace UK Ltd.,2024,11,T08,Intercompany reconciliation,8,3,2024-11-30,2024-12-04,2024-12-04,0.0,,false
1785,NS40,NovaSpace UK Ltd.,2024,11,T09,FX revaluation,9,4,2024-11-30,2024-12-05,2024-12-05,0.0,,false
1786,NS40,NovaSpace UK Ltd.,2024,11,T10,Soft close / reporting cut-off,10,4,2024-11-30,2024-12-05,2024-12-05,0.0,,false
1787,NS40,NovaSpace UK Ltd.,2024,11,T11,Management reporting pack,11,5,2024-11-30,2024-12-06,2024-12-06,0.0,,false
1788,NS40,NovaSpace UK Ltd.,2024,11,T12,Hard close / period lock,12,5,2024-11-30,2024-12-06,2024-12-06,0.0,5.0,false
1789,NS40,NovaSpace UK Ltd.,2024,12,T01,Sub-ledger cut-off — Accounts Payable,1,1,2024-12-31,2025-01-02,2025-01-02,0.0,,false
1790,NS40,NovaSpace UK Ltd.,2024,12,T02,Sub-ledger cut-off — Accounts Receivable,2,1,2024-12-31,2025-01-02,2025-01-02,0.0,,false
1791,NS40,NovaSpace UK Ltd.,2024,12,T03,GR/IR clearing,3,2,2024-12-31,2025-01-03,2025-01-03,0.0,,false
1792,NS40,NovaSpace UK Ltd.,2024,12,T04,Payroll posting,4,2,2024-12-31,2025-01-03,2025-01-03,0.0,,false
1793,NS40,NovaSpace UK Ltd.,2024,12,T05,Depreciation run,5,2,2024-12-31,2025-01-03,2025-01-03,0.0,,false
1794,NS40,NovaSpace UK Ltd.,2024,12,T06,Accruals posting,6,3,2024-12-31,2025-01-06,2025-01-06,0.0,,false
1795,NS40,NovaSpace UK Ltd.,2024,12,T07,Overhead allocation cycle,7,3,2024-12-31,2025-01-06,2025-01-06,0.0,,false
1796,NS40,NovaSpace UK Ltd.,2024,12,T08,Intercompany reconciliation,8,3,2024-12-31,2025-01-06,2025-01-07,1.0,,false
1797,NS40,NovaSpace UK Ltd.,2024,12,T09,FX revaluation,9,4,2024-12-31,2025-01-07,2025-01-07,0.0,,false
1798,NS40,NovaSpace UK Ltd.,2024,12,T10,Soft close / reporting cut-off,10,4,2024-12-31,2025-01-07,2025-01-09,2.0,,false
1799,NS40,NovaSpace UK Ltd.,2024,12,T11,Management reporting pack,11,5,2024-12-31,2025-01-08,2025-01-08,0.0,,false
1800,NS40,NovaSpace UK Ltd.,2024,12,T12,Hard close / period lock,12,5,2024-12-31,2025-01-08,2025-01-08,0.0,5.0,false
1801,NS40,NovaSpace UK Ltd.,2025,1,T01,Sub-ledger cut-off — Accounts Payable,1,1,2025-01-31,2025-02-03,2025-02-03,0.0,,false
1802,NS40,NovaSpace UK Ltd.,2025,1,T02,Sub-ledger cut-off — Accounts Receivable,2,1,2025-01-31,2025-02-03,2025-02-04,1.0,,false
1803,NS40,NovaSpace UK Ltd.,2025,1,T03,GR/IR clearing,3,2,2025-01-31,2025-02-04,2025-02-03,-1.0,,false
1804,NS40,NovaSpace UK Ltd.,2025,1,T04,Payroll posting,4,2,2025-01-31,2025-02-04,2025-02-05,1.0,,false
1805,NS40,NovaSpace UK Ltd.,2025,1,T05,Depreciation run,5,2,2025-01-31,2025-02-04,2025-02-06,2.0,,false
1806,NS40,NovaSpace UK Ltd.,2025,1,T06,Accruals posting,6,3,2025-01-31,2025-02-05,2025-02-05,0.0,,false
1807,NS40,NovaSpace UK Ltd.,2025,1,T07,Overhead allocation cycle,7,3,2025-01-31,2025-02-05,2025-02-05,0.0,,false
1808,NS40,NovaSpace UK Ltd.,2025,1,T08,Intercompany reconciliation,8,3,2025-01-31,2025-02-05,2025-02-05,0.0,,false
1809,NS40,NovaSpace UK Ltd.,2025,1,T09,FX revaluation,9,4,2025-01-31,2025-02-06,2025-02-06,0.0,,false
1810,NS40,NovaSpace UK Ltd.,2025,1,T10,Soft close / reporting cut-off,10,4,2025-01-31,2025-02-06,2025-02-06,0.0,,false
1811,NS40,NovaSpace UK Ltd.,2025,1,T11,Management reporting pack,11,5,2025-01-31,2025-02-07,2025-02-07,0.0,,false
1812,NS40,NovaSpace UK Ltd.,2025,1,T12,Hard close / period lock,12,5,2025-01-31,2025-02-07,2025-02-06,-1.0,4.0,false
1813,NS40,NovaSpace UK Ltd.,2025,2,T01,Sub-ledger cut-off — Accounts Payable,1,1,2025-02-28,2025-03-03,2025-03-05,2.0,,false
1814,NS40,NovaSpace UK Ltd.,2025,2,T02,Sub-ledger cut-off — Accounts Receivable,2,1,2025-02-28,2025-03-03,2025-03-03,0.0,,false
1815,NS40,NovaSpace UK Ltd.,2025,2,T03,GR/IR clearing,3,2,2025-02-28,2025-03-04,2025-03-04,0.0,,false
1816,NS40,NovaSpace UK Ltd.,2025,2,T04,Payroll posting,4,2,2025-02-28,2025-03-04,2025-03-04,0.0,,false
1817,NS40,NovaSpace UK Ltd.,2025,2,T05,Depreciation run,5,2,2025-02-28,2025-03-04,2025-03-04,0.0,,false
1818,NS40,NovaSpace UK Ltd.,2025,2,T06,Accruals posting,6,3,2025-02-28,2025-03-05,2025-03-05,0.0,,false
1819,NS40,NovaSpace UK Ltd.,2025,2,T07,Overhead allocation cycle,7,3,2025-02-28,2025-03-05,2025-03-05,0.0,,false
1820,NS40,NovaSpace UK Ltd.,2025,2,T08,Intercompany reconciliation,8,3,2025-02-28,2025-03-05,2025-03-05,0.0,,false
1821,NS40,NovaSpace UK Ltd.,2025,2,T09,FX revaluation,9,4,2025-02-28,2025-03-06,2025-03-07,1.0,,false
1822,NS40,NovaSpace UK Ltd.,2025,2,T10,Soft close / reporting cut-off,10,4,2025-02-28,2025-03-06,2025-03-06,0.0,,false
1823,NS40,NovaSpace UK Ltd.,2025,2,T11,Management reporting pack,11,5,2025-02-28,2025-03-07,2025-03-10,1.0,,false
1824,NS40,NovaSpace UK Ltd.,2025,2,T12,Hard close / period lock,12,5,2025-02-28,2025-03-07,2025-03-07,0.0,5.0,false
1825,NS40,NovaSpace UK Ltd.,2025,3,T01,Sub-ledger cut-off — Accounts Payable,1,1,2025-03-31,2025-04-01,2025-04-02,1.0,,false
1826,NS40,NovaSpace UK Ltd.,2025,3,T02,Sub-ledger cut-off — Accounts Receivable,2,1,2025-03-31,2025-04-01,2025-04-01,0.0,,false
1827,NS40,NovaSpace UK Ltd.,2025,3,T03,GR/IR clearing,3,2,2025-03-31,2025-04-02,2025-04-02,0.0,,false
1828,NS40,NovaSpace UK Ltd.,2025,3,T04,Payroll posting,4,2,2025-03-31,2025-04-02,2025-04-02,0.0,,false
1829,NS40,NovaSpace UK Ltd.,2025,3,T05,Depreciation run,5,2,2025-03-31,2025-04-02,2025-04-02,0.0,,false
1830,NS40,NovaSpace UK Ltd.,2025,3,T06,Accruals posting,6,3,2025-03-31,2025-04-03,2025-04-03,0.0,,false
1831,NS40,NovaSpace UK Ltd.,2025,3,T07,Overhead allocation cycle,7,3,2025-03-31,2025-04-03,2025-04-04,1.0,,false
1832,NS40,NovaSpace UK Ltd.,2025,3,T08,Intercompany reconciliation,8,3,2025-03-31,2025-04-03,2025-04-03,0.0,,false
1833,NS40,NovaSpace UK Ltd.,2025,3,T09,FX revaluation,9,4,2025-03-31,2025-04-04,2025-04-07,1.0,,false
1834,NS40,NovaSpace UK Ltd.,2025,3,T10,Soft close / reporting cut-off,10,4,2025-03-31,2025-04-04,2025-04-03,-1.0,,false
1835,NS40,NovaSpace UK Ltd.,2025,3,T11,Management reporting pack,11,5,2025-03-31,2025-04-07,2025-04-07,0.0,,false
1836,NS40,NovaSpace UK Ltd.,2025,3,T12,Hard close / period lock,12,5,2025-03-31,2025-04-07,2025-04-07,0.0,5.0,false
1837,NS40,NovaSpace UK Ltd.,2025,4,T01,Sub-ledger cut-off — Accounts Payable,1,1,2025-04-30,2025-05-02,2025-05-02,0.0,,false
1838,NS40,NovaSpace UK Ltd.,2025,4,T02,Sub-ledger cut-off — Accounts Receivable,2,1,2025-04-30,2025-05-02,2025-05-02,0.0,,false
1839,NS40,NovaSpace UK Ltd.,2025,4,T03,GR/IR clearing,3,2,2025-04-30,2025-05-05,2025-05-07,2.0,,false
1840,NS40,NovaSpace UK Ltd.,2025,4,T04,Payroll posting,4,2,2025-04-30,2025-05-05,2025-05-02,-1.0,,false
1841,NS40,NovaSpace UK Ltd.,2025,4,T05,Depreciation run,5,2,2025-04-30,2025-05-05,2025-05-06,1.0,,false
1842,NS40,NovaSpace UK Ltd.,2025,4,T06,Accruals posting,6,3,2025-04-30,2025-05-06,2025-05-06,0.0,,false
1843,NS40,NovaSpace UK Ltd.,2025,4,T07,Overhead allocation cycle,7,3,2025-04-30,2025-05-06,2025-05-07,1.0,,false
1844,NS40,NovaSpace UK Ltd.,2025,4,T08,Intercompany reconciliation,8,3,2025-04-30,2025-05-06,2025-05-06,0.0,,false
1845,NS40,NovaSpace UK Ltd.,2025,4,T09,FX revaluation,9,4,2025-04-30,2025-05-07,2025-05-07,0.0,,false
1846,NS40,NovaSpace UK Ltd.,2025,4,T10,Soft close / reporting cut-off,10,4,2025-04-30,2025-05-07,2025-05-07,0.0,,false
1847,NS40,NovaSpace UK Ltd.,2025,4,T11,Management reporting pack,11,5,2025-04-30,2025-05-08,2025-05-07,-1.0,,false
1848,NS40,NovaSpace UK Ltd.,2025,4,T12,Hard close / period lock,12,5,2025-04-30,2025-05-08,2025-05-08,0.0,5.0,false
1849,NS40,NovaSpace UK Ltd.,2025,5,T01,Sub-ledger cut-off — Accounts Payable,1,1,2025-05-31,2025-06-02,2025-06-02,0.0,,false
1850,NS40,NovaSpace UK Ltd.,2025,5,T02,Sub-ledger cut-off — Accounts Receivable,2,1,2025-05-31,2025-06-02,2025-06-02,0.0,,false
1851,NS40,NovaSpace UK Ltd.,2025,5,T03,GR/IR clearing,3,2,2025-05-31,2025-06-03,2025-06-03,0.0,,false
1852,NS40,NovaSpace UK Ltd.,2025,5,T04,Payroll posting,4,2,2025-05-31,2025-06-03,2025-06-04,1.0,,false
1853,NS40,NovaSpace UK Ltd.,2025,5,T05,Depreciation run,5,2,2025-05-31,2025-06-03,2025-06-03,0.0,,false
1854,NS40,NovaSpace UK Ltd.,2025,5,T06,Accruals posting,6,3,2025-05-31,2025-06-04,2025-06-04,0.0,,false
1855,NS40,NovaSpace UK Ltd.,2025,5,T07,Overhead allocation cycle,7,3,2025-05-31,2025-06-04,2025-06-03,-1.0,,false
1856,NS40,NovaSpace UK Ltd.,2025,5,T08,Intercompany reconciliation,8,3,2025-05-31,2025-06-04,2025-06-04,0.0,,false
1857,NS40,NovaSpace UK Ltd.,2025,5,T09,FX revaluation,9,4,2025-05-31,2025-06-05,2025-06-05,0.0,,false
1858,NS40,NovaSpace UK Ltd.,2025,5,T10,Soft close / reporting cut-off,10,4,2025-05-31,2025-06-05,2025-06-05,0.0,,false
1859,NS40,NovaSpace UK Ltd.,2025,5,T11,Management reporting pack,11,5,2025-05-31,2025-06-06,2025-06-05,-1.0,,false
1860,NS40,NovaSpace UK Ltd.,2025,5,T12,Hard close / period lock,12,5,2025-05-31,2025-06-06,2025-06-10,2.0,7.0,false
1861,NS40,NovaSpace UK Ltd.,2025,6,T01,Sub-ledger cut-off — Accounts Payable,1,1,2025-06-30,2025-07-01,2025-07-01,0.0,,false
1862,NS40,NovaSpace UK Ltd.,2025,6,T02,Sub-ledger cut-off — Accounts Receivable,2,1,2025-06-30,2025-07-01,2025-07-01,0.0,,false
1863,NS40,NovaSpace UK Ltd.,2025,6,T03,GR/IR clearing,3,2,2025-06-30,2025-07-02,2025-07-03,1.0,,false
1864,NS40,NovaSpace UK Ltd.,2025,6,T04,Payroll posting,4,2,2025-06-30,2025-07-02,2025-07-03,1.0,,false
1865,NS40,NovaSpace UK Ltd.,2025,6,T05,Depreciation run,5,2,2025-06-30,2025-07-02,2025-07-04,2.0,,false
1866,NS40,NovaSpace UK Ltd.,2025,6,T06,Accruals posting,6,3,2025-06-30,2025-07-03,2025-07-03,0.0,,false
1867,NS40,NovaSpace UK Ltd.,2025,6,T07,Overhead allocation cycle,7,3,2025-06-30,2025-07-03,2025-07-03,0.0,,false
1868,NS40,NovaSpace UK Ltd.,2025,6,T08,Intercompany reconciliation,8,3,2025-06-30,2025-07-03,2025-07-04,1.0,,false
1869,NS40,NovaSpace UK Ltd.,2025,6,T09,FX revaluation,9,4,2025-06-30,2025-07-04,2025-07-04,0.0,,false
1870,NS40,NovaSpace UK Ltd.,2025,6,T10,Soft close / reporting cut-off,10,4,2025-06-30,2025-07-04,2025-07-04,0.0,,false
1871,NS40,NovaSpace UK Ltd.,2025,6,T11,Management reporting pack,11,5,2025-06-30,2025-07-07,2025-07-09,2.0,,false
1872,NS40,NovaSpace UK Ltd.,2025,6,T12,Hard close / period lock,12,5,2025-06-30,2025-07-07,2025-07-08,1.0,6.0,false
1873,NS40,NovaSpace UK Ltd.,2025,7,T01,Sub-ledger cut-off — Accounts Payable,1,1,2025-07-31,2025-08-01,2025-08-01,0.0,,false
1874,NS40,NovaSpace UK Ltd.,2025,7,T02,Sub-ledger cut-off — Accounts Receivable,2,1,2025-07-31,2025-08-01,2025-08-01,0.0,,false
1875,NS40,NovaSpace UK Ltd.,2025,7,T03,GR/IR clearing,3,2,2025-07-31,2025-08-04,2025-08-04,0.0,,false
1876,NS40,NovaSpace UK Ltd.,2025,7,T04,Payroll posting,4,2,2025-07-31,2025-08-04,2025-08-01,-1.0,,false
1877,NS40,NovaSpace UK Ltd.,2025,7,T05,Depreciation run,5,2,2025-07-31,2025-08-04,2025-08-04,0.0,,false
1878,NS40,NovaSpace UK Ltd.,2025,7,T06,Accruals posting,6,3,2025-07-31,2025-08-05,2025-08-05,0.0,,false
1879,NS40,NovaSpace UK Ltd.,2025,7,T07,Overhead allocation cycle,7,3,2025-07-31,2025-08-05,2025-08-05,0.0,,false
1880,NS40,NovaSpace UK Ltd.,2025,7,T08,Intercompany reconciliation,8,3,2025-07-31,2025-08-05,2025-08-05,0.0,,false
1881,NS40,NovaSpace UK Ltd.,2025,7,T09,FX revaluation,9,4,2025-07-31,2025-08-06,2025-08-06,0.0,,false
1882,NS40,NovaSpace UK Ltd.,2025,7,T10,Soft close / reporting cut-off,10,4,2025-07-31,2025-08-06,2025-08-05,-1.0,,false
1883,NS40,NovaSpace UK Ltd.,2025,7,T11,Management reporting pack,11,5,2025-07-31,2025-08-07,2025-08-07,0.0,,false
1884,NS40,NovaSpace UK Ltd.,2025,7,T12,Hard close / period lock,12,5,2025-07-31,2025-08-07,2025-08-07,0.0,5.0,false
1885,NS40,NovaSpace UK Ltd.,2025,8,T01,Sub-ledger cut-off — Accounts Payable,1,1,2025-08-31,2025-09-01,2025-09-02,1.0,,false
1886,NS40,NovaSpace UK Ltd.,2025,8,T02,Sub-ledger cut-off — Accounts Receivable,2,1,2025-08-31,2025-09-01,2025-09-02,1.0,,false
1887,NS40,NovaSpace UK Ltd.,2025,8,T03,GR/IR clearing,3,2,2025-08-31,2025-09-02,2025-09-02,0.0,,false
1888,NS40,NovaSpace UK Ltd.,2025,8,T04,Payroll posting,4,2,2025-08-31,2025-09-02,2025-09-02,0.0,,false
1889,NS40,NovaSpace UK Ltd.,2025,8,T05,Depreciation run,5,2,2025-08-31,2025-09-02,2025-09-03,1.0,,false
